gi,gj,clat,clon,n_train,days_since,chao_unseen,n_test,new_species,revisited,scarcity,staleness,priority,density,new_rate,rare_newK,w_newK,w_meanrarity
197,-492,49.375,-122.875,12,2,1.0,60,5,True,0.07812499999999999,0.034482758620689655,0.05630387931034482,0.0625,0.08333333333333333,1.7,1.7,0.95
197,-491,49.375,-122.625,177,1,0.5,84,6,True,0.0,0.0,0.0,1.0,0.07142857142857142,1.5,1.5,0.905
197,-490,49.375,-122.375,1,2,0.0,2,0,True,1.0,0.034482758620689655,0.5172413793103449,0.0,0.0,,,
197,-488,49.375,-121.875,5,1,0.25,6,1,True,0.19545454545454546,0.0,0.09772727272727273,0.022727272727272728,0.16666666666666666,0.875,0.875,0.875
197,-487,49.375,-121.625,3,19,3.0,7,2,True,0.32954545454545453,0.6206896551724138,0.47511755485893414,0.011363636363636364,0.2857142857142857,1.68,1.68,1.0
197,-484,49.375,-120.875,1,3,0.0,2,2,True,1.0,0.06896551724137931,0.5344827586206896,0.0,1.0,,,
197,-479,49.375,-119.625,11,11,3.0,22,2,True,0.08574380165289255,0.3448275862068966,0.21528569392989455,0.056818181818181816,0.09090909090909091,0.435,0.435,0.415
197,-478,49.375,-119.375,4,1,0.0,13,3,True,0.24573863636363635,0.0,0.12286931818181818,0.017045454545454544,0.23076923076923078,1.47,1.47,0.945
197,-476,49.375,-118.875,3,15,3.0,0,0,False,0.32954545454545453,0.4827586206896552,0.40615203761755486,0.011363636363636364,,,,
197,-469,49.375,-117.125,2,16,1.0,9,1,True,0.4971590909090909,0.5172413793103449,0.5072002351097179,0.005681818181818182,0.1111111111111111,0.585,0.585,0.585
197,-467,49.375,-116.625,1,19,0.0,24,2,True,1.0,0.6206896551724138,0.8103448275862069,0.0,0.08333333333333333,1.205,1.205,0.995
197,-458,49.375,-114.375,4,16,0.0,16,2,True,0.24573863636363635,0.5172413793103449,0.3814900078369906,0.017045454545454544,0.125,1.59,1.59,0.965
197,-457,49.375,-114.125,2,6,0.0,2,2,True,0.4971590909090909,0.1724137931034483,0.3347864420062696,0.005681818181818182,1.0,,,
198,-508,49.625,-126.875,1,6,0.0,0,0,False,1.0,0.1724137931034483,0.5862068965517242,0.0,,,,
198,-503,49.625,-125.625,5,2,0.25,17,0,True,0.19545454545454546,0.034482758620689655,0.11496865203761755,0.022727272727272728,0.0,0.0,0.0,0.0
198,-502,49.625,-125.375,7,1,0.0,19,3,True,0.13798701298701296,0.0,0.06899350649350648,0.03409090909090909,0.15789473684210525,1.625,1.625,0.985
198,-501,49.625,-125.125,3,13,0.5,20,4,True,0.32954545454545453,0.41379310344827586,0.3716692789968652,0.011363636363636364,0.2,2.085,2.085,1.0
198,-500,49.625,-124.875,4,4,2.0,20,3,True,0.24573863636363635,0.10344827586206896,0.17459345611285265,0.017045454545454544,0.15,1.53,1.53,1.0
198,-499,49.625,-124.625,2,19,0.0,9,2,True,0.4971590909090909,0.6206896551724138,0.5589243730407524,0.005681818181818182,0.2222222222222222,1.93,1.93,1.0
198,-497,49.625,-124.125,1,28,0.0,4,0,True,1.0,0.9310344827586207,0.9655172413793103,0.0,0.0,,,
198,-496,49.625,-123.875,1,19,0.0,11,2,True,1.0,0.6206896551724138,0.8103448275862069,0.0,0.18181818181818182,1.43,1.43,0.995
198,-493,49.625,-123.125,1,25,0.0,14,4,True,1.0,0.8275862068965517,0.9137931034482758,0.0,0.2857142857142857,2.675,2.675,1.0
198,-492,49.625,-122.875,1,16,0.0,5,2,True,1.0,0.5172413793103449,0.7586206896551724,0.0,0.4,2.0,2.0,1.0
198,-487,49.625,-121.625,1,1,0.0,0,0,False,1.0,0.0,0.5,0.0,,,,
198,-485,49.625,-121.125,2,12,1.0,2,1,True,0.4971590909090909,0.3793103448275862,0.43823471786833856,0.005681818181818182,0.5,,,
198,-479,49.625,-119.625,3,8,0.5,8,3,True,0.32954545454545453,0.2413793103448276,0.28546238244514105,0.011363636363636364,0.375,2.62,2.62,1.0
198,-471,49.625,-117.625,8,5,0.0,22,1,True,0.12002840909090907,0.13793103448275862,0.12897972178683384,0.03977272727272727,0.045454545454545456,0.245,0.245,0.245
198,-469,49.625,-117.125,1,1,0.0,5,1,True,1.0,0.0,0.5,0.0,0.2,1.0,1.0,1.0
198,-468,49.625,-116.875,1,17,0.0,5,1,True,1.0,0.5517241379310345,0.7758620689655172,0.0,0.2,1.0,1.0,1.0
198,-459,49.625,-114.625,1,13,0.0,7,1,True,1.0,0.41379310344827586,0.7068965517241379,0.0,0.14285714285714285,0.66,0.66,0.66
198,-458,49.625,-114.375,2,20,1.0,4,1,True,0.4971590909090909,0.6551724137931034,0.5761657523510971,0.005681818181818182,0.25,,,
199,-501,49.875,-125.125,8,2,0.666666666666667,180,3,True,0.12002840909090907,0.034482758620689655,0.07725558385579936,0.03977272727272727,0.016666666666666666,0.15,0.15,0.145
199,-500,49.875,-124.875,1,21,0.0,9,2,True,1.0,0.6896551724137931,0.8448275862068966,0.0,0.2222222222222222,1.525,1.525,1.0
199,-499,49.875,-124.625,2,25,1.0,13,2,True,0.4971590909090909,0.8275862068965517,0.6623726489028213,0.005681818181818182,0.15384615384615385,0.815,0.815,0.65
199,-498,49.875,-124.375,1,10,0.0,13,2,True,1.0,0.3103448275862069,0.6551724137931034,0.0,0.15384615384615385,1.82,1.82,1.0
199,-497,49.875,-124.125,2,2,1.0,7,2,True,0.4971590909090909,0.034482758620689655,0.2658209247648903,0.005681818181818182,0.2857142857142857,1.725,1.725,1.0
199,-494,49.875,-123.375,2,1,1.0,7,0,True,0.4971590909090909,0.0,0.24857954545454544,0.005681818181818182,0.0,0.0,0.0,0.0
199,-493,49.875,-123.125,5,1,0.0,32,4,True,0.19545454545454546,0.0,0.09772727272727273,0.022727272727272728,0.125,0.935,0.935,0.67
199,-492,49.875,-122.875,1,7,0.0,2,2,True,1.0,0.20689655172413793,0.603448275862069,0.0,1.0,,,
199,-484,49.875,-120.875,2,1,1.0,0,0,False,0.4971590909090909,0.0,0.24857954545454544,0.005681818181818182,,,,
199,-483,49.875,-120.625,1,20,0.0,2,2,True,1.0,0.6551724137931034,0.8275862068965517,0.0,1.0,,,
199,-481,49.875,-120.125,4,12,0.0,3,1,True,0.24573863636363635,0.3793103448275862,0.31252449059561127,0.017045454545454544,0.3333333333333333,,,
199,-479,49.875,-119.625,1,1,0.0,2,1,True,1.0,0.0,0.5,0.0,0.5,,,
199,-478,49.875,-119.375,1,21,0.0,12,1,True,1.0,0.6896551724137931,0.8448275862068966,0.0,0.08333333333333333,0.35,0.35,0.35
199,-477,49.875,-119.125,1,21,0.0,10,3,True,1.0,0.6896551724137931,0.8448275862068966,0.0,0.3,1.955,1.955,1.0
199,-468,49.875,-116.875,1,22,0.0,2,1,True,1.0,0.7241379310344828,0.8620689655172413,0.0,0.5,,,
199,-464,49.875,-115.875,1,30,0.0,1,1,True,1.0,1.0,1.0,0.0,1.0,,,
199,-463,49.875,-115.625,1,24,0.0,0,0,False,1.0,0.7931034482758621,0.896551724137931,0.0,,,,
200,-506,50.125,-126.375,1,10,0.0,2,0,True,1.0,0.3103448275862069,0.6551724137931034,0.0,0.0,,,
200,-505,50.125,-126.125,1,23,0.0,0,0,False,1.0,0.7586206896551724,0.8793103448275862,0.0,,,,
200,-502,50.125,-125.375,8,3,0.5,20,2,True,0.12002840909090907,0.06896551724137931,0.0944969631661442,0.03977272727272727,0.1,0.48,0.48,0.44
200,-501,50.125,-125.125,3,9,0.5,6,2,True,0.32954545454545453,0.27586206896551724,0.30270376175548586,0.011363636363636364,0.3333333333333333,1.81,1.81,1.0
200,-499,50.125,-124.625,1,24,0.0,0,0,False,1.0,0.7931034482758621,0.896551724137931,0.0,,,,
200,-495,50.125,-123.625,1,3,0.0,0,0,False,1.0,0.06896551724137931,0.5344827586206896,0.0,,,,
200,-493,50.125,-123.125,2,9,1.0,4,2,True,0.4971590909090909,0.27586206896551724,0.3865105799373041,0.005681818181818182,0.5,,,
200,-492,50.125,-122.875,3,4,0.5,28,3,True,0.32954545454545453,0.10344827586206896,0.21649686520376174,0.011363636363636364,0.10714285714285714,0.8,0.8,0.645
200,-484,50.125,-120.875,3,21,3.0,1,0,True,0.32954545454545453,0.6896551724137931,0.5096003134796239,0.011363636363636364,0.0,,,
200,-480,50.125,-119.875,1,13,0.0,0,0,False,1.0,0.41379310344827586,0.7068965517241379,0.0,,,,
200,-478,50.125,-119.375,3,12,0.5,9,2,True,0.32954545454545453,0.3793103448275862,0.35442789968652033,0.011363636363636364,0.2222222222222222,1.11,1.11,0.83
200,-477,50.125,-119.125,1,15,0.0,4,2,True,1.0,0.4827586206896552,0.7413793103448276,0.0,0.5,,,
200,-470,50.125,-117.375,2,24,0.0,3,3,True,0.4971590909090909,0.7931034482758621,0.6451312695924765,0.005681818181818182,1.0,,,
200,-469,50.125,-117.125,6,1,0.0,15,1,True,0.16193181818181815,0.0,0.08096590909090907,0.028409090909090908,0.06666666666666667,0.285,0.285,0.285
200,-468,50.125,-116.875,4,3,0.0,13,1,True,0.24573863636363635,0.06896551724137931,0.15735207680250785,0.017045454545454544,0.07692307692307693,0.385,0.385,0.385
200,-464,50.125,-115.875,1,7,0.0,1,0,True,1.0,0.20689655172413793,0.603448275862069,0.0,0.0,,,
201,-510,50.375,-127.375,1,23,0.0,2,1,True,1.0,0.7586206896551724,0.8793103448275862,0.0,0.5,,,
201,-507,50.375,-126.625,49,5,0.0,0,0,False,0.014842300556586268,0.13793103448275862,0.07638666751967245,0.2727272727272727,,,,
201,-502,50.375,-125.375,1,3,0.0,0,0,False,1.0,0.06896551724137931,0.5344827586206896,0.0,,,,
201,-501,50.375,-125.125,1,17,0.0,1,0,True,1.0,0.5517241379310345,0.7758620689655172,0.0,0.0,,,
201,-483,50.375,-120.625,2,1,1.0,7,2,True,0.4971590909090909,0.0,0.24857954545454544,0.005681818181818182,0.2857142857142857,1.67,1.67,1.0
201,-481,50.375,-120.125,1,11,0.0,0,0,False,1.0,0.3448275862068966,0.6724137931034483,0.0,,,,
201,-480,50.375,-119.875,2,4,0.0,0,0,False,0.4971590909090909,0.10344827586206896,0.30030368338557994,0.005681818181818182,,,,
201,-478,50.375,-119.375,1,28,0.0,4,2,True,1.0,0.9310344827586207,0.9655172413793103,0.0,0.5,,,
201,-477,50.375,-119.125,1,20,0.0,12,2,True,1.0,0.6551724137931034,0.8275862068965517,0.0,0.16666666666666666,1.83,1.83,1.0
201,-468,50.375,-116.875,1,19,0.0,1,1,True,1.0,0.6206896551724138,0.8103448275862069,0.0,1.0,,,
201,-465,50.375,-116.125,2,14,0.0,2,1,True,0.4971590909090909,0.4482758620689655,0.4727174764890282,0.005681818181818182,0.5,,,
201,-464,50.375,-115.875,1,2,0.0,5,1,True,1.0,0.034482758620689655,0.5172413793103449,0.0,0.2,1.0,1.0,1.0
202,-514,50.625,-128.375,1,18,0.0,11,2,True,1.0,0.5862068965517241,0.7931034482758621,0.0,0.18181818181818182,1.61,1.61,0.98
202,-513,50.625,-128.125,1,18,0.0,1,0,True,1.0,0.5862068965517241,0.7931034482758621,0.0,0.0,,,
202,-510,50.625,-127.375,1,4,0.0,8,4,True,1.0,0.10344827586206896,0.5517241379310345,0.0,0.5,3.055,3.055,1.0
202,-502,50.625,-125.375,4,23,2.0,0,0,False,0.24573863636363635,0.7586206896551724,0.5021796630094044,0.017045454545454544,,,,
202,-481,50.625,-120.125,1,1,0.0,3,0,True,1.0,0.0,0.5,0.0,0.0,,,
202,-479,50.625,-119.625,2,9,0.0,3,1,True,0.4971590909090909,0.27586206896551724,0.3865105799373041,0.005681818181818182,0.3333333333333333,,,
202,-477,50.625,-119.125,2,24,1.0,3,0,True,0.4971590909090909,0.7931034482758621,0.6451312695924765,0.005681818181818182,0.0,,,
202,-475,50.625,-118.625,1,3,0.0,2,1,True,1.0,0.06896551724137931,0.5344827586206896,0.0,0.5,,,
202,-472,50.625,-117.875,1,4,0.0,3,1,True,1.0,0.10344827586206896,0.5517241379310345,0.0,0.3333333333333333,,,
202,-461,50.625,-115.125,1,19,0.0,3,1,True,1.0,0.6206896551724138,0.8103448275862069,0.0,0.3333333333333333,,,
203,-507,50.875,-126.625,3,5,0.5,0,0,False,0.32954545454545453,0.13793103448275862,0.23373824451410657,0.011363636363636364,,,,
203,-492,50.875,-122.875,1,22,0.0,3,1,True,1.0,0.7241379310344828,0.8620689655172413,0.0,0.3333333333333333,,,
203,-490,50.875,-122.375,5,7,1.0,1,0,True,0.19545454545454546,0.20689655172413793,0.2011755485893417,0.022727272727272728,0.0,,,
203,-484,50.875,-120.875,2,22,1.0,4,1,True,0.4971590909090909,0.7241379310344828,0.6106485109717869,0.005681818181818182,0.25,,,
203,-482,50.875,-120.375,8,4,0.0,10,3,True,0.12002840909090907,0.10344827586206896,0.11173834247648902,0.03977272727272727,0.3,1.7,1.7,0.96
203,-481,50.875,-120.125,2,18,0.0,11,3,True,0.4971590909090909,0.5862068965517241,0.5416829937304075,0.005681818181818182,0.2727272727272727,2.365,2.365,1.0
203,-480,50.875,-119.875,1,3,0.0,2,2,True,1.0,0.06896551724137931,0.5344827586206896,0.0,1.0,,,
203,-479,50.875,-119.625,2,17,0.0,0,0,False,0.4971590909090909,0.5517241379310345,0.5244416144200627,0.005681818181818182,,,,
203,-477,50.875,-119.125,2,1,0.0,5,1,True,0.4971590909090909,0.0,0.24857954545454544,0.005681818181818182,0.2,1.0,1.0,1.0
203,-474,50.875,-118.375,1,7,0.0,1,0,True,1.0,0.20689655172413793,0.603448275862069,0.0,0.0,,,
203,-473,50.875,-118.125,4,3,0.0,11,3,True,0.24573863636363635,0.06896551724137931,0.15735207680250785,0.017045454545454544,0.2727272727272727,2.095,2.095,1.0
203,-459,50.875,-114.625,1,22,0.0,3,2,True,1.0,0.7241379310344828,0.8620689655172413,0.0,0.6666666666666666,,,
203,-458,50.875,-114.375,1,19,0.0,4,1,True,1.0,0.6206896551724138,0.8103448275862069,0.0,0.25,,,
203,-457,50.875,-114.125,4,2,2.0,6,0,True,0.24573863636363635,0.034482758620689655,0.140110697492163,0.017045454545454544,0.0,0.0,0.0,0.0
204,-505,51.125,-126.125,1,23,0.0,0,0,False,1.0,0.7586206896551724,0.8793103448275862,0.0,,,,
204,-487,51.125,-121.625,1,5,0.0,0,0,False,1.0,0.13793103448275862,0.5689655172413793,0.0,,,,
204,-484,51.125,-120.875,1,25,0.0,0,0,False,1.0,0.8275862068965517,0.9137931034482758,0.0,,,,
204,-482,51.125,-120.375,11,12,0.5,7,0,True,0.08574380165289255,0.3793103448275862,0.23252707324023936,0.056818181818181816,0.0,0.0,0.0,0.0
204,-480,51.125,-119.875,2,1,1.0,0,0,False,0.4971590909090909,0.0,0.24857954545454544,0.005681818181818182,,,,
204,-472,51.125,-117.875,1,6,0.0,1,0,True,1.0,0.1724137931034483,0.5862068965517242,0.0,0.0,,,
204,-468,51.125,-116.875,1,2,0.0,1,1,True,1.0,0.034482758620689655,0.5172413793103449,0.0,1.0,,,
204,-465,51.125,-116.125,2,7,0.0,5,1,True,0.4971590909090909,0.20689655172413793,0.3520278213166144,0.005681818181818182,0.2,1.0,1.0,1.0
204,-462,51.125,-115.375,3,9,0.5,36,2,True,0.32954545454545453,0.27586206896551724,0.30270376175548586,0.011363636363636364,0.05555555555555555,1.7,1.7,1.0
204,-461,51.125,-115.125,4,7,0.0,7,2,True,0.24573863636363635,0.20689655172413793,0.22631759404388713,0.017045454545454544,0.2857142857142857,1.43,1.43,0.95
204,-460,51.125,-114.875,2,4,1.0,8,2,True,0.4971590909090909,0.10344827586206896,0.30030368338557994,0.005681818181818182,0.25,1.535,1.535,0.975
204,-459,51.125,-114.625,1,7,0.0,1,1,True,1.0,0.20689655172413793,0.603448275862069,0.0,1.0,,,
204,-458,51.125,-114.375,1,6,0.0,23,2,True,1.0,0.1724137931034483,0.5862068965517242,0.0,0.08695652173913043,1.36,1.36,0.915
204,-457,51.125,-114.125,1,7,0.0,31,3,True,1.0,0.20689655172413793,0.603448275862069,0.0,0.0967741935483871,1.19,1.19,0.88
205,-488,51.375,-121.875,1,1,0.0,1,1,True,1.0,0.0,0.5,0.0,1.0,,,
205,-485,51.375,-121.125,1,7,0.0,8,3,True,1.0,0.20689655172413793,0.603448275862069,0.0,0.375,2.495,2.495,1.0
205,-470,51.375,-117.375,1,14,0.0,5,1,True,1.0,0.4482758620689655,0.7241379310344828,0.0,0.2,1.0,1.0,1.0
205,-469,51.375,-117.125,1,2,0.0,1,1,True,1.0,0.034482758620689655,0.5172413793103449,0.0,1.0,,,
205,-468,51.375,-116.875,2,1,1.0,4,1,True,0.4971590909090909,0.0,0.24857954545454544,0.005681818181818182,0.25,,,
205,-465,51.375,-116.125,1,7,0.0,4,3,True,1.0,0.20689655172413793,0.603448275862069,0.0,0.75,,,
205,-464,51.375,-115.875,3,4,0.0,3,1,True,0.32954545454545453,0.10344827586206896,0.21649686520376174,0.011363636363636364,0.3333333333333333,,,
205,-463,51.375,-115.625,3,4,0.0,7,1,True,0.32954545454545453,0.10344827586206896,0.21649686520376174,0.011363636363636364,0.14285714285714285,1.0,1.0,1.0
205,-459,51.375,-114.625,3,3,0.5,8,1,True,0.32954545454545453,0.06896551724137931,0.1992554858934169,0.011363636363636364,0.125,0.635,0.635,0.635
205,-458,51.375,-114.375,1,29,0.0,1,1,True,1.0,0.9655172413793104,0.9827586206896552,0.0,1.0,,,
205,-457,51.375,-114.125,2,6,0.0,0,0,False,0.4971590909090909,0.1724137931034483,0.3347864420062696,0.005681818181818182,,,,
206,-513,51.625,-128.125,25,22,0.0,1,0,True,0.034545454545454546,0.7241379310344828,0.37934169278996865,0.13636363636363635,0.0,,,
206,-512,51.625,-127.875,5,23,0.0,0,0,False,0.19545454545454546,0.7586206896551724,0.4770376175548589,0.022727272727272728,,,,
206,-486,51.625,-121.375,4,2,0.0,1,0,True,0.24573863636363635,0.034482758620689655,0.140110697492163,0.017045454545454544,0.0,,,
206,-461,51.625,-115.125,1,4,0.0,2,1,True,1.0,0.10344827586206896,0.5517241379310345,0.0,0.5,,,
206,-459,51.625,-114.625,1,25,0.0,1,1,True,1.0,0.8275862068965517,0.9137931034482758,0.0,1.0,,,
207,-489,51.875,-122.125,2,21,1.0,0,0,False,0.4971590909090909,0.6896551724137931,0.593407131661442,0.005681818181818182,,,,
207,-484,51.875,-120.875,1,18,0.0,2,2,True,1.0,0.5862068965517241,0.7931034482758621,0.0,1.0,,,
207,-481,51.875,-120.125,5,15,0.0,6,1,True,0.19545454545454546,0.4827586206896552,0.33910658307210034,0.022727272727272728,0.16666666666666666,0.78,0.78,0.78
207,-480,51.875,-119.875,1,3,0.0,1,1,True,1.0,0.06896551724137931,0.5344827586206896,0.0,1.0,,,
207,-467,51.875,-116.625,1,2,0.0,1,1,True,1.0,0.034482758620689655,0.5172413793103449,0.0,1.0,,,
207,-460,51.875,-114.875,2,9,1.0,1,1,True,0.4971590909090909,0.27586206896551724,0.3865105799373041,0.005681818181818182,1.0,,,
207,-459,51.875,-114.625,1,16,0.0,2,1,True,1.0,0.5172413793103449,0.7586206896551724,0.0,0.5,,,
207,-458,51.875,-114.375,2,24,0.0,2,0,True,0.4971590909090909,0.7931034482758621,0.6451312695924765,0.005681818181818182,0.0,,,
208,-513,52.125,-128.125,1,10,0.0,0,0,False,1.0,0.3103448275862069,0.6551724137931034,0.0,,,,
208,-495,52.125,-123.625,1,7,0.0,0,0,False,1.0,0.20689655172413793,0.603448275862069,0.0,,,,
208,-481,52.125,-120.125,5,2,0.25,13,0,True,0.19545454545454546,0.034482758620689655,0.11496865203761755,0.022727272727272728,0.0,0.0,0.0,0.0
